20170321|shni|134|1|12.0|1.2|5.28|68.5|2443.5
20170321|shag|134|1|4.5|1.35|5.28|68.5|2443.5
20170321|shzn|134|1|3.8|1.8|5.28|68.5|2443.5
20170321|zzsr|134|1|3.2|1.35|5.28|68.5|2443.5
20170321|zzzc|134|1|4.75|1.3|5.28|68.5|2443.5
20170321|zzcf|134|1|4.75|1.6|5.28|68.5|2443.5

20170321|shni|136|1|7.5|1.5|5.28|68.5|2443.5
20170321|shzn|136|1|3.2|1.3|5.28|68.5|2443.5
20170321|shhc|136|1|6.0|1.3|5.28|68.5|2443.5
20170321|zzsr|136|1|3.2|1.35|5.28|68.5|2443.5

20170321|shni|160|1|9.0|1.2|5.28|68.5|2443.5
20170321|shag|160|1|3.8|1.9|5.28|68.5|2443.5
20170321|shau|160|1|4.25|1.2|5.28|68.5|2443.5
20170321|shzn|160|1|3.4|1.3|5.28|68.5|2443.5
20170321|shbu|160|1|3.2|1.6|5.28|68.5|2443.5
20170321|zzsr|160|1|3.6|1.4|5.28|68.5|2443.5
20170321|zzzc|160|1|6.0|1.5|5.28|68.5|2443.5
20170321|zzcf|160|1|4.5|1.6|5.28|68.5|2443.5
20170321|dly|160|1|2.7|1.2|5.28|68.5|2443.5

20170321|shag|162|1|3.6|1.8|5.28|68.5|2443.5
20170321|shzn|162|1|3.6|1.3|5.28|68.5|2443.5
20170321|shhc|162|1|5.0|1.25|5.28|68.5|2443.5
20170321|zzsr|162|1|3.8|1.3|5.28|68.5|2443.5
20170321|zzzc|162|1|6.0|1.3|5.28|68.5|2443.5
20170321|zzcf|162|1|4.0|1.4|5.28|68.5|2443.5
20170321|dly|162|1|2.7|1.35|5.28|68.5|2443.5

20170321|shag|163|1|4.25|1.5|5.28|68.5|2443.5
20170321|shzn|163|1|3.8|1.4|5.28|68.5|2443.5
20170321|zzsr|163|1|4.0|1.3|5.28|68.5|2443.5
20170321|zzzc|163|1|5.0|1.2|5.28|68.5|2443.5















