comm_no,strategy,contract,lot
zzsr,fl34_zzsr_day,SR705,9
zzsr,fl36_zzsr_day,SR705,11
zzsr,fw10_zzsr_day,SR705,3
zzsr,fd10_zzsr_day,SR705,5
zzma,fl34_zzma_day,MA705,4
zzma,fl36_zzma_day,MA705,2
zzma,fw10_zzma_day,MA705,1
zzma,fd10_zzma_day,MA705,2
zzrm,fd10_zzrm_day,RM705,6
zzcf,fl34_zzcf_day,CF705,10
zzcf,fl36_zzcf_day,CF705,2
zzcf,fw10_zzcf_day,CF705,10
zzcf,fd10_zzcf_day,CF705,3
zzzc,fd10_zzzc_day,ZC705,3
zzzc,fl36_zzzc_day,ZC705,2
