20170123|shag|0|4.017|2.177|6.99|18.25|4102.0
20170124|shag|0|3.935|2.177|7.6|18.0|4128.5
20170123|shau|0|10000|0|-43.48|43.0|5428.5
20170124|shau|0|4.382|3.612|1.57|27.5|5455.5
20170123|shal|0|2.722|1.451|2.39|18.5|2667.5
20170124|shal|0|2.578|1.43|3.4|15.0|2738.5
20170123|shcu|0|7.66|3.183|6.19|5.5|4608.5
20170124|shcu|0|7.313|3.839|3.66|5.0|4685.5
20170123|shzn|0|4.558|1.716|12.56|8.5|4428.0
20170124|shzn|0|2.621|1.574|12.72|8.5|4562.5
20170123|shru|0|4.38|3.612|1.47|4.5|3952.5
20170124|shru|0|4.398|3.103|1.93|4.5|3968.5
20170123|shpb|0|5.871|2.267|14.21|2.0|3594.5
20170124|shpb|0|6.082|2.313|15.05|2.0|3744.0
20170123|shrb|0|10000|0|-138.46|32.0|3193.5
20170124|shrb|0|10000|0|-136.52|31.0|3180.5
20170123|shhc|0|11.202|3.01|17.78|3.5|3453.5
20170124|shhc|0|10.642|2.95|17.55|3.5|3460.5
20170123|shni|0|18.018|3.686|17.32|2.75|8177.0
20170124|shni|0|17.576|2.706|16.75|3.0|8274.5
