comm_no,strategy,contract,lot
dli,sc63_dli_day,i1709,20
dli,sc60_dli_day,i1709,20
dlj,sc61_dlj_day,j1709,1
dljm,sc62_dljm_day,jm1709,1
dlm,sc34_dlm_day,m1709,20
dlc,sc34p_dlc_day,c1709,20
