comm_no,strategy,contract,lot
zn,fl34_zn_night,zn1703,2
zn,fl36_zn_night,zn1703,2
zn,fd10_zn_night,zn1703,1
zn,fw10_zn_night,zn1703,1
cu,fd34_cu_night,cu1704,1
cu,fd36_cu_night,cu1704,2
