20170321|shni|134|1|13.0|1.2|5.28|68.5|2443.5
20170321|shcu|134|1|2.8|2.0|5.28|68.5|2443.5
20170321|shzn|134|1|3.2|1.3|5.28|68.5|2443.5
20170321|shpb|134|1|5.0|1.4|5.28|68.5|2443.5
20170321|shal|134|1|2.6|1.2|5.28|68.5|2443.5
20170321|zzsr|134|1|3.2|1.8|5.28|68.5|2443.5
20170321|zzrm|134|1|2.4|1.8|5.28|68.5|2443.5

20170321|shzn|136|1|3.2|1.3|5.28|68.5|2443.5
20170321|shpb|136|1|5.25|1.35|5.28|68.5|2443.5
20170321|zzsr|136|1|3.6|1.35|5.28|68.5|2443.5
20170321|zzrm|136|1|2.6|1.9|5.28|68.5|2443.5

20170321|shzn|160|1|3.4|1.3|5.28|68.5|2443.5
20170321|shpb|160|1|5.5|1.35|5.28|68.5|2443.5
20170321|zzsr|160|1|3.6|2.2|5.28|68.5|2443.5
20170321|zzma|160|1|3.2|1.6|5.28|68.5|2443.5
20170321|zzrm|160|1|2.6|2.0|5.28|68.5|2443.5

20170321|shzn|162|1|3.0|1.35|5.28|68.5|2443.5
20170321|shpb|162|1|5.25|1.2|5.28|68.5|2443.5
20170321|shal|162|1|2.8|1.4|5.28|68.5|2443.5
20170321|zzsr|162|1|3.0|2.0|5.28|68.5|2443.5
20170321|zzma|162|1|2.4|1.7|5.28|68.5|2443.5
20170321|zzrm|162|1|2.6|1.8|5.28|68.5|2443.5

20170321|shzn|163|1|3.4|1.4|5.28|68.5|2443.5
20170321|shpb|163|1|5.5|1.25|5.28|68.5|2443.5
20170321|zzsr|163|1|3.4|2.0|5.28|68.5|2443.5
20170321|zzma|163|1|2.6|1.9|5.28|68.5|2443.5
20170321|zzrm|163|1|2.8|1.9|5.28|68.5|2443.5

20170321|shzn|171|1|3.6|1.7|5.28|68.5|2443.5
20170321|shpb|171|1|6.0|1.2|5.28|68.5|2443.5
20170321|zzsr|171|1|3.0|1.2|5.28|68.5|2443.5
20170321|zzma|171|1|3.0|1.25|5.28|68.5|2443.5
20170321|zzrm|171|1|2.8|1.2|5.28|68.5|2443.5

20170321|shzn|175|1|3.0|1.2|5.28|68.5|2443.5
20170321|shru|175|1|4.5|1.2|5.28|68.5|2443.5
20170321|zzsr|175|1|3.8|1.2|5.28|68.5|2443.5
20170321|zzrm|175|1|2.6|1.5|5.28|68.5|2443.5

20170321|shzn|177|1|3.4|1.7|5.28|68.5|2443.5
20170321|zzsr|177|1|3.0|1.25|5.28|68.5|2443.5
20170321|zzrm|177|1|2.4|1.4|5.28|68.5|2443.5
















