20170217|zzcf|1|3.677|1.408|18.43|7|3146|no result
20170217|zzfg|1|2.878|2.028|7.37|19.5|1382.5|no result
20170217|zzma|1|2.751|1.606|8.51|16|3079|no result
20170217|zzoi|1|10000|0|-68.45|19|3517.5|no result
20170217|zzrm|1|2.608|1.574|8.5|41|2491.5|no result
20170217|zzsr|1|2.417|1.272|14.94|11|6818|no result
20170217|zzta|1|2.596|1.298|8.06|88|2834.5|no result
20170217|zzzc|1|5.482|2.599|6.47|3|2736.5|no result
