20170109|shag|0|3.758|1.614|6.97|20.0|4074.5
20170110|shag|0|3.692|1.614|7.33|19.5|4108.5
20170111|shag|0|3.676|1.614|7.44|19.5|4125.5
20170112|shag|0|3.761|1.614|8.04|19.5|4160.5
20170113|shag|0|3.767|1.614|7.42|20.0|4149.5
20170109|shrb|0|10000|0|-171.72|30.5|2911.0
20170110|shrb|0|10000|0|-176.91|31.0|3048.5
20170111|shrb|0|10000|0|-174.2|30.5|3162.5
20170112|shrb|0|10000|0|-174.03|31.0|3181.5
20170113|shrb|0|10000|0|-176.46|31.0|3206.5
