comm_no,strategy,contract,lot
ru,fl34_ru_day,ru1705,1
ru,fd10_ru_day,ru1705,2
ru,fl36_ru_day,ru1705,1
ru,fw10_ru_day,ru1705,1
ag,fl34_ag_day,ag1706,5
ag,fl36_ag_day,ag1706,5
ag,fw10_ag_day,ag1706,5
al,fl34_al_day,al1704,1
al,fl36_al_day,al1704,2
rb,fl36_rb_day,rb1705,1
rb,fw10_rb_day,rb1705,1
rb,fd10_rb_day,rb1705,10
bu,fl34_bu_day,bu1706,1
pb,fd10_pb_day,pb1703,1
